InvoiceNo,CustomerID,ProductID,Category,Country,InvoiceDate,Quantity,UnitPrice,DiscountPercent,LineTotal,PaymentMethod,CustomerAge,MembershipLevel
INV12587,1287,224,Sports,UK,2024-12-20,-1,64.73,20,-51.78,Bank Transfer,49,Standard
INV12588,1306,267,Fashion,France,2024-09-03,-2,25.23,10,-45.41,Cash,57,Platinum
INV12589,1811,260,Books,UK,2024-01-03,1,81.1,0,81.1,Bank Transfer,44,Gold
INV12590,1593,228,Electronics,Spain,2024-04-25,3,50.01,5,142.53,Card,44,Platinum
INV12591,1965,326,Electronics,France,2024-07-17,1,52.67,5,50.04,Card,36,Standard
INV12592,1913,218,Home,UK,2024-02-23,8,93.7,15,637.16,Cash,27,Silver
INV12593,1722,370,Home,Spain,2024-06-01,-2,53.64,20,-85.82,Bank Transfer,61,Gold
INV12594,1661,393,Home,Germany,2024-05-13,-1,86.71,10,-78.04,Cash,63,Standard
INV12595,1548,273,Home,Germany,2024-09-04,3,76.62,20,183.89,Card,23,Platinum
INV12596,1351,260,Electronics,Germany,2024-10-16,6,62.23,0,373.38,Card,41,Standard
INV12597,1311,370,Home,Spain,2024-10-09,9,66.05,5,564.73,Cash,26,Standard
INV12598,1872,352,Books,Germany,2024-04-29,5,13.94,0,69.7,Bank Transfer,44,Silver
INV12599,1058,219,Home,Spain,2024-09-18,-2,93.99,5,-178.58,PayPal,24,Gold
INV12600,1642,247,Home,Spain,2024-07-15,0,12.7,10,0.0,Cash,23,Standard
INV12601,1923,286,Sports,France,2024-05-11,1,94.43,20,75.54,Card,50,Silver
INV12602,1713,351,Books,UK,2024-02-03,5,52.36,15,222.53,PayPal,38,Silver
INV12603,1754,338,Home,France,2024-04-03,1,37.45,5,35.58,Cash,63,Silver
INV12604,1034,309,Home,UK,2024-03-11,0,77.22,0,0.0,PayPal,55,Platinum
INV12605,1444,382,Fashion,France,2024-07-24,1,72.86,15,61.93,Cash,61,Silver
INV12606,1092,227,Electronics,France,2024-03-19,5,39.57,5,187.96,Card,34,Silver
INV12607,1949,396,Fashion,UK,2024-12-16,2,27.19,5,51.66,Cash,48,Silver
INV12608,1958,390,Home,UK,2024-01-09,7,54.92,20,307.55,PayPal,54,Silver
INV12609,1206,258,Electronics,Spain,2024-12-21,1,43.71,0,43.71,Bank Transfer,28,Gold
INV12610,1352,332,Home,France,2024-04-14,8,32.68,10,235.3,Card,45,Gold
INV12611,1902,250,Sports,Germany,2024-02-20,0,98.61,15,0.0,Card,22,Silver
INV12612,1331,348,Electronics,Spain,2024-12-05,4,12.49,5,47.46,PayPal,29,Standard
INV12613,1816,211,Sports,France,2024-05-12,3,89.85,10,242.59,Cash,20,Platinum
INV12614,1861,249,Fashion,UK,2024-09-05,2,46.49,5,88.33,Cash,58,Standard
INV12615,1724,331,Fashion,Spain,2024-11-22,5,36.0,10,162.0,Cash,55,Standard
INV12616,1158,312,Fashion,Spain,2024-08-27,3,94.38,20,226.51,Card,19,Silver
INV12617,1953,369,Home,Germany,2024-12-17,-1,26.78,0,-26.78,Card,43,Standard
INV12618,1956,365,Fashion,Germany,2024-03-21,9,33.83,10,274.02,PayPal,19,Gold
INV12619,1023,352,Sports,France,2024-05-02,4,80.26,0,321.04,Cash,29,Gold
INV12620,1403,213,Home,France,2024-10-31,6,17.4,10,93.96,Cash,57,Platinum
INV12621,1804,231,Fashion,UK,2024-09-18,2,65.59,0,131.18,PayPal,19,Gold
INV12622,1515,338,Sports,Germany,2024-01-25,8,44.63,15,303.48,Card,58,Gold
INV12623,1731,388,Books,France,2024-10-27,3,25.0,15,63.75,Card,33,Silver
INV12624,1363,345,Fashion,France,2024-04-06,1,90.13,0,90.13,Bank Transfer,47,Gold
INV12625,1381,354,Fashion,Spain,2024-02-23,8,29.18,0,233.44,Bank Transfer,64,Standard
INV12626,1531,254,Sports,France,2024-08-03,4,10.2,10,36.72,Cash,63,Standard
INV12627,1955,381,Sports,UK,2024-05-11,1,76.54,20,61.23,Card,69,Gold
INV12628,1151,319,Books,Germany,2024-04-20,7,50.82,20,284.59,Cash,53,Platinum
INV12629,1561,274,Home,Germany,2024-01-13,8,36.04,20,230.66,Card,21,Platinum
INV12630,1688,220,Home,Germany,2024-05-05,9,37.83,0,340.47,Bank Transfer,28,Platinum
INV12631,1946,371,Sports,France,2024-07-23,8,77.8,0,622.4,PayPal,41,Gold
INV12632,1607,332,Sports,France,2024-07-29,-2,66.89,0,-133.78,Card,35,Platinum
INV12633,1616,286,Sports,France,2024-03-23,7,85.39,20,478.18,Bank Transfer,44,Gold
INV12634,1419,368,Sports,France,2024-02-09,6,10.29,5,58.65,Bank Transfer,54,Standard
INV12635,1249,258,Sports,France,2024-06-15,-2,57.24,15,-97.31,Card,19,Platinum
INV12636,1116,288,Sports,France,2024-10-09,2,87.7,10,157.86,Cash,32,Platinum
INV12637,1865,381,Sports,France,2024-05-15,3,47.02,5,134.01,Card,28,Platinum
INV12638,1511,349,Electronics,Germany,2024-12-24,6,63.61,15,324.41,Bank Transfer,44,Standard
INV12639,1739,282,Books,France,2024-01-17,9,30.22,15,231.18,Card,66,Gold
INV12640,1577,264,Books,UK,2024-04-12,-1,36.23,0,-36.23,PayPal,65,Standard
INV12641,1334,263,Books,UK,2024-02-22,0,51.03,20,0.0,Cash,64,Standard
INV12642,1417,270,Electronics,Germany,2024-12-27,5,43.91,15,186.62,Card,40,Silver
INV12643,1931,203,Sports,France,2024-09-09,7,38.24,5,254.3,Bank Transfer,52,Platinum
INV12644,1773,392,Sports,UK,2024-02-19,-2,63.33,0,-126.66,Bank Transfer,69,Gold
INV12645,1294,342,Sports,Spain,2024-08-10,1,47.25,20,37.8,Cash,47,Gold
INV12646,1937,303,Books,Spain,2024-11-16,3,34.2,20,82.08,Card,64,Silver
INV12647,1754,349,Home,Spain,2024-12-23,3,89.22,20,214.13,Bank Transfer,41,Silver
INV12648,1370,374,Fashion,Germany,2024-02-24,2,30.2,0,60.4,Cash,36,Standard
INV12649,1185,292,Sports,Spain,2024-12-27,6,38.08,10,205.63,PayPal,46,Silver
INV12650,1245,373,Books,UK,2024-03-22,7,4.5,0,31.5,Cash,30,Gold
INV12651,1636,341,Electronics,France,2024-01-28,6,39.25,0,235.5,Card,65,Gold
INV12652,1267,377,Home,France,2024-02-23,0,28.83,20,0.0,Card,40,Gold
INV12653,1642,347,Sports,UK,2024-09-01,-1,55.53,5,-52.75,Bank Transfer,29,Standard
INV12654,1236,377,Books,Germany,2024-04-30,4,18.96,15,64.46,PayPal,66,Platinum
INV12655,1529,311,Sports,France,2024-08-07,0,81.41,5,0.0,Card,65,Platinum
INV12656,1551,360,Fashion,France,2024-04-03,9,92.0,20,662.4,Bank Transfer,58,Standard
INV12657,1020,318,Electronics,Spain,2024-09-14,2,45.42,15,77.21,Cash,46,Gold
INV12658,1910,258,Sports,France,2024-01-16,8,60.79,5,462.0,Cash,23,Gold
INV12659,1736,242,Books,Spain,2024-06-13,3,52.13,5,148.57,Card,68,Standard
INV12660,1866,211,Electronics,UK,2024-06-25,1,8.46,0,8.46,PayPal,40,Standard
INV12661,1793,239,Books,France,2024-09-15,-2,75.02,20,-120.03,Bank Transfer,48,Silver
INV12662,1519,317,Sports,France,2024-08-11,6,40.56,5,231.19,Card,62,Standard
INV12663,1099,219,Electronics,UK,2024-11-22,4,58.12,10,209.23,Bank Transfer,38,Platinum
INV12664,1751,365,Sports,Germany,2024-03-06,0,96.6,10,0.0,Cash,41,Standard
INV12665,1477,330,Fashion,Germany,2024-10-29,2,97.5,20,156.0,Bank Transfer,25,Gold
INV12666,1598,355,Electronics,Germany,2024-02-15,8,53.16,15,361.49,Cash,61,Gold
INV12667,1297,383,Electronics,Spain,2024-03-01,6,40.36,20,193.73,PayPal,26,Gold
INV12668,1939,289,Books,Germany,2024-08-17,6,79.62,20,382.18,PayPal,39,Platinum
INV12669,1525,293,Electronics,Germany,2024-06-26,4,12.39,5,47.08,Cash,21,Platinum
INV12670,1333,212,Home,Spain,2024-02-23,3,65.95,10,178.07,Card,30,Silver
INV12671,1001,265,Sports,Spain,2024-10-31,-1,22.6,15,-19.21,Cash,51,Standard
INV12672,1374,236,Fashion,Spain,2024-08-18,-1,39.42,5,-37.45,Bank Transfer,20,Silver
INV12673,1292,376,Sports,France,2024-03-09,-1,16.7,20,-13.36,Bank Transfer,54,Standard
INV12674,1836,265,Home,Germany,2024-01-11,6,5.65,10,30.51,Bank Transfer,45,Standard
INV12675,1933,235,Fashion,France,2024-12-10,1,73.42,5,69.75,Card,43,Platinum
INV12676,1552,381,Electronics,Germany,2024-11-11,-1,76.24,0,-76.24,PayPal,67,Gold
INV12677,1317,225,Sports,Spain,2024-08-28,6,98.78,5,563.05,PayPal,63,Standard
INV12678,1501,274,Fashion,France,2024-03-01,-2,84.32,5,-160.21,Bank Transfer,51,Platinum
INV12679,1827,399,Fashion,France,2024-10-13,6,69.47,10,375.14,Card,32,Silver
INV12680,1380,307,Sports,Germany,2024-05-26,4,61.9,10,222.84,Bank Transfer,25,Gold
INV12681,1622,367,Home,Spain,2024-04-10,9,96.54,5,825.42,PayPal,65,Silver
INV12682,1013,242,Home,UK,2024-10-24,8,56.16,0,449.28,Cash,52,Silver
INV12683,1503,349,Home,France,2024-05-12,1,56.56,5,53.73,Bank Transfer,41,Platinum
INV12684,1230,347,Books,UK,2024-08-08,-2,98.82,20,-158.11,Bank Transfer,69,Gold
INV12685,1984,207,Fashion,Germany,2024-06-07,3,65.26,15,166.41,Bank Transfer,69,Standard
INV12686,1083,228,Sports,Germany,2024-12-04,5,55.08,5,261.63,PayPal,54,Silver
INV12687,1129,239,Sports,Germany,2024-05-23,6,50.39,10,272.11,Card,21,Standard
INV12688,1742,357,Electronics,UK,2024-01-30,4,65.26,0,261.04,Cash,29,Gold
INV12689,1837,327,Home,Germany,2024-10-18,5,85.18,5,404.6,Cash,36,Platinum
INV12690,1144,283,Sports,UK,2024-07-30,7,24.53,15,145.95,Cash,32,Platinum
INV12691,1890,315,Electronics,Spain,2024-11-15,1,93.05,0,93.05,Bank Transfer,47,Platinum
INV12692,1856,382,Sports,Spain,2024-07-09,9,81.4,10,659.34,PayPal,62,Standard
INV12693,1027,343,Electronics,UK,2024-03-30,1,56.2,0,56.2,Cash,54,Standard
INV12694,1065,373,Electronics,Spain,2024-09-25,-1,17.58,10,-15.82,Bank Transfer,29,Gold
INV12695,1162,261,Fashion,Germany,2024-11-25,7,22.16,10,139.61,Card,36,Standard
INV12696,1228,206,Books,France,2024-04-05,5,43.44,10,195.48,Bank Transfer,51,Platinum
INV12697,1260,244,Electronics,UK,2024-10-14,0,96.53,5,0.0,Cash,24,Silver
INV12698,1448,386,Fashion,Germany,2024-06-30,8,88.97,0,711.76,Cash,45,Silver
INV12699,1423,383,Sports,Germany,2024-02-12,-1,92.83,15,-78.91,Card,45,Silver
INV12700,1459,375,Fashion,Spain,2024-08-04,8,31.61,20,202.3,PayPal,46,Platinum
INV12701,1951,354,Fashion,France,2024-05-18,1,60.96,15,51.82,Card,54,Standard
INV12702,1675,380,Home,France,2024-11-09,6,64.39,20,309.07,Card,37,Silver
INV12703,1300,287,Books,UK,2024-03-12,7,65.66,20,367.7,Cash,28,Standard
INV12704,1918,272,Electronics,Spain,2024-01-06,-2,23.33,20,-37.33,Cash,67,Standard
INV12705,1302,362,Fashion,UK,2024-03-13,4,86.29,15,293.39,PayPal,67,Platinum
INV12706,1286,378,Fashion,Spain,2024-03-10,9,85.9,15,657.14,Cash,56,Standard
INV12707,1394,236,Books,Germany,2024-09-20,9,15.8,20,113.76,Card,59,Standard
INV12708,1009,318,Home,UK,2024-09-26,7,67.76,5,450.6,Card,40,Platinum
INV12709,1706,256,Fashion,Germany,2024-01-01,2,99.01,15,168.32,PayPal,69,Gold
INV12710,1629,207,Home,UK,2024-09-12,9,16.57,10,134.22,Cash,63,Silver
INV12711,1269,294,Electronics,Germany,2024-03-30,4,28.33,15,96.32,Cash,37,Silver
INV12712,1591,316,Home,Spain,2024-02-10,5,93.77,10,421.96,Card,37,Standard
INV12713,1969,309,Sports,France,2024-11-14,2,55.44,10,99.79,Card,28,Gold
INV12714,1604,219,Electronics,Germany,2024-01-05,4,14.84,15,50.46,Cash,19,Platinum
INV12715,1777,323,Electronics,UK,2024-01-24,2,62.51,0,125.02,Bank Transfer,30,Standard
INV12716,1843,252,Fashion,Germany,2024-01-26,3,35.57,5,101.37,Card,30,Platinum
INV12717,1861,318,Fashion,France,2024-03-11,9,93.93,15,718.56,Card,58,Silver
INV12718,1360,211,Electronics,Spain,2024-09-08,1,72.51,15,61.63,Card,66,Platinum
INV12719,1256,376,Books,Germany,2024-03-14,7,64.62,15,384.49,PayPal,32,Silver
INV12720,1132,216,Electronics,UK,2024-10-19,-1,61.23,20,-48.98,Cash,48,Platinum
INV12721,1275,263,Electronics,Germany,2024-09-09,5,98.23,15,417.48,Cash,40,Platinum
INV12722,1775,241,Fashion,UK,2024-03-22,7,35.2,20,197.12,Cash,39,Gold
INV12723,1682,293,Books,Spain,2024-06-16,-2,69.92,0,-139.84,Card,33,Platinum
INV12724,1971,356,Electronics,Germany,2024-04-04,8,75.39,10,542.81,Cash,59,Standard
INV12725,1512,346,Home,France,2024-07-10,1,66.53,5,63.2,Cash,46,Gold
INV12726,1312,210,Fashion,France,2024-05-13,2,8.24,20,13.18,Cash,37,Standard
INV12727,1575,297,Home,UK,2024-11-14,-1,74.0,0,-74.0,PayPal,45,Platinum
INV12728,1885,377,Books,Germany,2024-09-23,3,74.76,5,213.07,PayPal,44,Platinum
INV12729,1979,270,Home,UK,2024-03-09,5,56.07,15,238.3,Card,61,Gold
INV12730,1283,307,Electronics,France,2024-11-26,3,19.72,20,47.33,Cash,46,Silver
INV12731,1120,257,Fashion,Germany,2024-12-17,1,71.34,5,67.77,Card,22,Gold
INV12732,1106,233,Sports,France,2024-02-02,9,24.65,0,221.85,Card,69,Silver
INV12733,1932,219,Fashion,Germany,2024-06-27,8,66.98,0,535.84,Card,66,Silver
INV12734,1686,249,Sports,UK,2024-02-04,-1,40.02,0,-40.02,Card,59,Platinum
INV12735,1996,301,Books,UK,2024-08-02,4,30.77,5,116.93,Card,55,Standard
INV12736,1203,337,Electronics,Spain,2024-03-02,4,91.62,10,329.83,Card,69,Gold
INV12737,1164,359,Home,UK,2024-02-19,2,33.55,5,63.74,PayPal,55,Gold
INV12738,1304,251,Electronics,Germany,2024-04-09,0,95.16,5,0.0,Bank Transfer,61,Platinum
INV12739,1496,214,Books,Germany,2024-11-21,1,77.78,5,73.89,PayPal,68,Platinum
INV12740,1631,283,Electronics,France,2024-07-05,4,45.79,20,146.53,Card,19,Gold
INV12741,1555,330,Sports,UK,2024-03-08,6,56.68,15,289.07,Bank Transfer,62,Gold
INV12742,1823,236,Home,UK,2024-07-25,-1,36.29,20,-29.03,Bank Transfer,37,Standard
INV12743,1155,325,Electronics,Germany,2024-02-21,5,75.2,5,357.2,Cash,60,Platinum
INV12744,1366,239,Fashion,UK,2024-10-04,1,57.12,0,57.12,Card,64,Standard
INV12745,1718,271,Sports,France,2024-11-22,0,95.98,15,0.0,Card,30,Platinum
INV12746,1901,239,Electronics,France,2024-01-12,7,36.23,15,215.57,PayPal,43,Platinum
INV12747,1619,255,Fashion,UK,2024-12-18,-2,38.72,10,-69.7,Bank Transfer,52,Standard
INV12748,1250,350,Sports,UK,2024-03-24,8,26.93,10,193.9,Bank Transfer,63,Silver
INV12749,1956,303,Books,France,2024-10-19,5,39.09,0,195.45,Card,25,Silver
INV12750,1915,338,Books,France,2024-07-28,-2,76.83,0,-153.66,Cash,45,Silver
INV12751,1881,309,Home,Spain,2024-06-28,7,60.79,20,340.42,Card,58,Platinum
INV12752,1333,391,Sports,Germany,2024-11-24,-1,56.23,10,-50.61,Bank Transfer,32,Standard
INV12753,1641,335,Books,France,2024-10-15,7,3.72,5,24.74,Cash,67,Silver
INV12754,1968,292,Books,Spain,2024-04-09,2,14.04,15,23.87,Cash,25,Gold
INV12755,1510,293,Books,Spain,2024-02-29,4,95.19,15,323.65,Bank Transfer,28,Silver
INV12756,1292,255,Books,France,2024-01-22,5,88.17,10,396.77,Card,46,Standard
INV12757,1019,259,Books,France,2024-09-23,5,59.87,0,299.35,Card,22,Platinum
INV12758,1281,337,Home,Spain,2024-06-08,-2,51.57,0,-103.14,Card,64,Standard
INV12759,1796,238,Electronics,Spain,2024-07-28,6,75.33,0,451.98,PayPal,64,Platinum
INV12760,1000,227,Home,UK,2024-08-06,3,53.1,0,159.3,PayPal,24,Standard
INV12761,1118,248,Electronics,UK,2024-11-30,8,84.9,0,679.2,Cash,35,Standard
INV12762,1034,363,Books,Spain,2024-06-18,-1,80.98,15,-68.83,Card,45,Gold
INV12763,1197,324,Sports,Germany,2024-03-24,3,71.0,20,170.4,PayPal,29,Silver
INV12764,1484,212,Books,Spain,2024-06-04,7,17.37,0,121.59,Cash,29,Silver
INV12765,1756,235,Sports,Germany,2024-03-15,9,45.86,15,350.83,Bank Transfer,53,Standard
INV12766,1058,300,Books,Germany,2024-10-25,3,39.64,15,101.08,Bank Transfer,46,Silver
INV12767,1836,225,Fashion,Spain,2024-01-30,7,92.2,15,548.59,Card,28,Gold
INV12768,1160,285,Home,Spain,2024-01-05,0,16.67,20,0.0,Bank Transfer,23,Standard
INV12769,1690,203,Books,Spain,2024-11-27,9,70.34,10,569.75,Bank Transfer,38,Silver
INV12770,1205,281,Fashion,Spain,2024-07-04,0,82.01,15,0.0,Bank Transfer,27,Silver
INV12771,1011,391,Electronics,France,2024-07-05,0,19.56,10,0.0,Cash,49,Platinum
INV12772,1489,365,Home,France,2024-12-14,7,92.8,15,552.16,Bank Transfer,64,Silver
INV12773,1275,326,Fashion,France,2024-04-09,1,39.46,10,35.51,Bank Transfer,50,Silver
INV12774,1692,287,Books,Spain,2024-06-15,8,98.71,10,710.71,Cash,34,Platinum
INV12775,1241,326,Electronics,France,2024-01-29,7,40.72,0,285.04,PayPal,20,Standard
INV12776,1215,319,Fashion,Germany,2024-05-23,9,35.14,0,316.26,Cash,60,Standard
INV12777,1250,221,Books,France,2024-06-21,-1,48.15,15,-40.93,PayPal,35,Gold
INV12778,1810,329,Home,France,2024-11-16,1,38.16,15,32.44,Cash,27,Platinum
INV12779,1125,230,Electronics,France,2024-04-09,9,8.82,15,67.47,Card,58,Standard
INV12780,1993,318,Electronics,France,2024-01-13,-1,48.16,10,-43.34,Bank Transfer,56,Silver
INV12781,1216,210,Home,Spain,2024-03-11,4,5.66,20,18.11,PayPal,60,Silver
INV12782,1305,245,Sports,Spain,2024-01-14,9,56.34,20,405.65,Cash,25,Silver
INV12783,1796,295,Sports,UK,2024-06-17,0,92.27,5,0.0,PayPal,51,Gold
INV12784,1184,389,Electronics,Germany,2024-06-06,5,81.19,5,385.65,PayPal,54,Standard
INV12785,1038,396,Home,Germany,2024-08-18,9,97.42,5,832.94,Bank Transfer,58,Platinum
INV12786,1222,391,Electronics,Spain,2024-10-12,9,4.58,5,39.16,PayPal,50,Standard
INV12787,1183,209,Fashion,UK,2024-03-27,1,52.63,20,42.1,Cash,66,Platinum
INV12788,1494,367,Home,UK,2024-05-12,2,33.8,0,67.6,Card,27,Platinum
INV12789,1426,327,Home,France,2024-05-29,0,9.31,0,0.0,Card,57,Standard
INV12790,1177,351,Sports,Spain,2024-04-15,-1,2.02,10,-1.82,Bank Transfer,35,Silver
INV12791,1918,298,Fashion,Spain,2024-10-04,8,46.21,0,369.68,Cash,42,Silver
INV12792,1427,371,Electronics,France,2024-06-18,0,40.77,20,0.0,Cash,59,Platinum
INV12793,1293,311,Fashion,Germany,2024-04-19,3,23.69,0,71.07,Card,58,Silver
INV12794,1851,259,Home,Spain,2024-03-26,2,85.35,0,170.7,Cash,53,Gold
INV12795,1150,389,Electronics,France,2024-07-24,4,67.33,0,269.32,PayPal,19,Gold
INV12796,1383,286,Books,Germany,2024-07-07,1,44.75,0,44.75,Bank Transfer,36,Platinum
INV12797,1637,344,Sports,Spain,2024-02-04,1,66.01,0,66.01,Card,27,Silver
INV12798,1812,264,Home,UK,2024-05-01,1,39.48,20,31.58,Bank Transfer,66,Platinum
INV12799,1307,256,Home,Spain,2024-11-10,-2,41.49,10,-74.68,PayPal,20,Gold
INV12800,1335,382,Sports,Germany,2024-07-20,6,60.97,20,292.66,Card,36,Gold
INV12801,1945,305,Electronics,UK,2024-10-26,4,89.09,0,356.36,Cash,68,Gold
INV12802,1745,380,Sports,Spain,2024-02-14,1,27.21,5,25.85,Cash,43,Standard
INV12803,1891,383,Home,Spain,2024-01-31,9,33.75,5,288.56,PayPal,68,Gold
INV12804,1374,208,Home,Spain,2024-08-30,2,81.85,10,147.33,Card,68,Silver
INV12805,1007,221,Electronics,Spain,2024-03-21,5,60.58,0,302.9,Bank Transfer,64,Standard
INV12806,1340,340,Sports,UK,2024-11-17,3,57.53,10,155.33,Card,42,Gold
INV12807,1128,288,Home,UK,2024-10-18,-2,37.4,5,-71.06,Cash,67,Silver
INV12808,1775,375,Sports,Germany,2024-11-05,3,83.04,5,236.66,Card,34,Gold
INV12809,1668,217,Books,France,2024-08-21,8,65.55,15,445.74,Card,27,Silver
INV12810,1351,314,Sports,Spain,2024-03-16,6,50.84,0,305.04,Cash,63,Silver
INV12811,1357,367,Books,Germany,2024-11-30,2,26.83,0,53.66,Cash,68,Gold
INV12812,1516,344,Fashion,Germany,2024-09-22,5,94.22,5,447.54,Bank Transfer,67,Gold
INV12813,1494,342,Sports,Germany,2024-03-03,6,2.58,0,15.48,Card,28,Standard
INV12814,1085,305,Fashion,Germany,2024-08-25,8,76.93,5,584.67,Cash,28,Gold
INV12815,1174,214,Home,France,2024-05-09,5,24.48,5,116.28,PayPal,29,Silver
INV12816,1801,262,Home,UK,2024-03-22,7,72.4,15,430.78,Cash,57,Platinum
INV12817,1192,366,Fashion,France,2024-05-23,-2,75.39,10,-135.7,Bank Transfer,65,Standard
INV12818,1310,212,Sports,Germany,2024-03-04,-1,18.77,0,-18.77,Bank Transfer,25,Silver
INV12819,1118,280,Electronics,UK,2024-11-12,1,72.44,15,61.57,PayPal,41,Silver
INV12820,1217,231,Electronics,France,2024-08-29,8,84.22,10,606.38,Bank Transfer,31,Platinum
INV12821,1426,336,Home,France,2024-05-31,9,78.64,10,636.98,Card,40,Gold
INV12822,1969,239,Books,France,2024-01-25,-1,87.56,0,-87.56,Bank Transfer,67,Silver
INV12823,1413,347,Books,UK,2024-01-19,1,48.59,10,43.73,PayPal,53,Platinum
INV12824,1113,281,Fashion,France,2024-12-25,-2,72.85,15,-123.84,Bank Transfer,34,Platinum
INV12825,1977,276,Home,UK,2024-07-28,8,50.34,15,342.31,PayPal,62,Gold
INV12826,1144,390,Electronics,Spain,2024-03-15,0,27.72,10,0.0,Bank Transfer,22,Platinum
INV12827,1537,275,Books,Spain,2024-08-10,3,36.94,5,105.28,Cash,20,Platinum
INV12828,1647,371,Sports,France,2024-09-24,2,80.7,0,161.4,PayPal,26,Platinum
INV12829,1302,237,Books,Spain,2024-08-08,3,38.98,15,99.4,Bank Transfer,37,Platinum
INV12830,1743,387,Books,Spain,2024-09-09,8,47.15,0,377.2,Card,67,Platinum
INV12831,1880,270,Fashion,France,2024-12-08,7,83.64,5,556.21,PayPal,37,Platinum
INV12832,1587,247,Electronics,Germany,2024-08-27,8,21.34,15,145.11,PayPal,68,Silver
INV12833,1986,217,Home,UK,2024-06-21,7,12.89,0,90.23,Bank Transfer,36,Standard
INV12834,1839,343,Home,Germany,2024-11-25,3,26.34,10,71.12,Cash,38,Gold
INV12835,1344,382,Fashion,Spain,2024-04-18,4,68.83,20,220.26,Cash,33,Standard
INV12836,1813,238,Electronics,France,2024-10-21,0,51.57,20,0.0,Bank Transfer,50,Gold
INV12837,1963,395,Books,France,2024-09-13,6,23.11,15,117.86,Bank Transfer,22,Standard
INV12838,1800,386,Home,Spain,2024-04-16,2,57.31,5,108.89,Card,41,Gold
INV12839,1000,288,Fashion,Germany,2024-09-07,0,10.95,15,0.0,Bank Transfer,32,Platinum
INV12840,1146,261,Sports,UK,2024-04-16,0,91.01,15,0.0,PayPal,43,Standard
INV12841,1286,340,Home,France,2024-09-08,0,44.67,5,0.0,Bank Transfer,61,Standard
INV12842,1975,308,Home,UK,2024-11-11,3,37.56,0,112.68,Card,42,Gold
INV12843,1653,280,Books,Spain,2024-03-14,9,59.19,15,452.8,Bank Transfer,45,Gold
INV12844,1052,333,Fashion,Spain,2024-02-08,7,34.92,20,195.55,Bank Transfer,50,Silver
INV12845,1303,276,Fashion,UK,2024-03-15,4,6.47,0,25.88,PayPal,63,Platinum
INV12846,1068,387,Sports,UK,2024-06-04,-2,83.15,15,-141.36,Cash,35,Platinum
INV12847,1360,289,Home,Spain,2024-02-27,-2,19.06,5,-36.21,Bank Transfer,35,Silver
INV12848,1601,213,Electronics,UK,2024-10-31,3,76.19,15,194.28,Card,55,Gold
INV12849,1957,294,Home,France,2024-10-31,0,34.54,15,0.0,Bank Transfer,50,Platinum
INV12850,1219,253,Sports,Spain,2024-05-05,3,11.78,15,30.04,Bank Transfer,44,Gold
INV12851,1961,331,Sports,Spain,2024-09-22,-1,52.08,20,-41.66,PayPal,66,Platinum
INV12852,1703,238,Sports,Spain,2024-03-02,1,8.64,5,8.21,Cash,67,Standard
INV12853,1965,271,Electronics,UK,2024-04-08,8,84.17,15,572.36,Cash,32,Standard
INV12854,1574,224,Electronics,France,2024-07-13,4,11.17,15,37.98,Cash,61,Platinum
INV12855,1584,276,Fashion,Spain,2024-11-30,7,4.42,20,24.75,Bank Transfer,30,Platinum
INV12856,1160,359,Electronics,Germany,2024-08-28,4,77.36,0,309.44,PayPal,69,Platinum
INV12857,1680,386,Electronics,France,2024-08-04,7,70.48,0,493.36,PayPal,51,Silver
INV12858,1088,390,Electronics,Germany,2024-11-21,4,69.38,0,277.52,Bank Transfer,21,Platinum
INV12859,1687,365,Fashion,France,2024-08-03,4,39.89,20,127.65,PayPal,52,Silver
INV12860,1780,319,Home,Germany,2024-12-06,-2,51.95,5,-98.7,Cash,36,Silver
INV12861,1584,252,Home,France,2024-12-05,0,8.88,15,0.0,PayPal,48,Standard
INV12862,1756,394,Electronics,Germany,2024-07-09,9,10.95,5,93.62,Bank Transfer,42,Platinum
INV12863,1588,355,Sports,UK,2024-02-18,9,98.8,10,800.28,Bank Transfer,57,Standard
INV12864,1158,330,Fashion,Germany,2024-10-08,0,28.78,15,0.0,Card,29,Standard
INV12865,1488,349,Sports,Spain,2024-01-31,4,24.55,20,78.56,Card,29,Silver
INV12866,1970,295,Home,Spain,2024-12-19,3,36.06,15,91.95,PayPal,59,Gold
INV12867,1323,365,Sports,UK,2024-07-18,-2,62.69,20,-100.3,PayPal,42,Silver
INV12868,1609,399,Fashion,UK,2024-06-25,8,46.01,5,349.68,Bank Transfer,50,Standard
INV12869,1380,271,Books,UK,2024-07-17,3,48.02,10,129.65,Card,54,Silver
INV12870,1101,261,Home,Spain,2024-12-17,9,5.12,10,41.47,Card,45,Silver
INV12871,1493,384,Books,Spain,2024-05-18,7,49.84,5,331.44,Cash,69,Silver
INV12872,1643,205,Fashion,Germany,2024-04-28,3,62.81,10,169.59,Cash,60,Platinum
INV12873,1613,231,Fashion,Spain,2024-05-15,-1,73.25,5,-69.59,Bank Transfer,26,Silver
INV12874,1018,298,Sports,Spain,2024-05-10,8,97.94,10,705.17,Bank Transfer,31,Standard
INV12875,1453,337,Electronics,Spain,2024-12-07,3,62.93,0,188.79,Bank Transfer,20,Silver
INV12876,1481,330,Electronics,France,2024-05-09,4,18.34,15,62.36,Bank Transfer,22,Platinum
INV12877,1593,386,Sports,France,2024-04-07,2,63.21,20,101.14,Card,43,Standard
